Lake,Site ID,EPA Sample ID,Species,PCBs,Other Halo Organics (monitored),HaloMeOPs,Other Halo Organics UM,PCBs Targeted,Analyte_Original,Analyte_Averagred_ID,Concentration,Mass,Formula,Analyte_ID,Feeding,
Lake_Ontario,GLNS15-1300,776574,Lake trout,1387,361,3324,98,1167.94,IL-0.807-1.061-X,IL-0.809-1.041-X,0.51,235.9216,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-1300,776574,Lake trout,1387,361,3324,98,1167.94,IL-1.036-1.215-X,IL-0.979-1.253-X,1.45,245.999,C14H8Cl2,X-0.98-246.000,P,
Lake_Ontario,GLNS15-1300,776574,Lake trout,1387,361,3324,98,1167.94,IL-0.799-1.247-X,IL-0.801-1.251-X,3.27,273.911,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-1300,776574,Lake trout,1387,361,3324,98,1167.94,IL-1.197-1.007-X,IL-1.200-0.978-X,42.18,280.0487,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1300,776574,Lake trout,1387,361,3324,98,1167.94,IL-1.059-1.162-X,IL-1.057-1.159-X,5.9,336.8663,C10H7Cl6,X-1.06-336.867,P,
Lake_Ontario,GLNS15-1300,776574,Lake trout,1387,361,3324,98,1167.94,IL-0.718-1.333-X,IL-0.718-1.295-X,0.88,337.7924,C8H5Br3,X-0.72-337.794,P,
Lake_Ontario,GLNS15-1300,776574,Lake trout,1387,361,3324,98,1167.94,IL-0.699-1.260-X,IL-0.699-1.290-X,0.58,341.7876,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-1300,776574,Lake trout,1387,361,3324,98,1167.94,IL-0.898-1.453-X,IL-0.899-1.450-X,3.49,384.806,C10H4Cl7O,X-0.90-384.806,P,
Lake_Ontario,GLNS15-2201,776614,Chinook salmon,659,343,12172,18,611.95,IL-0.645-1.041-X,IL-0.643-1.072-X,1.71,172.0289,C8H9ClO2,X-0.65-172.029,P,
Lake_Ontario,GLNS15-2201,776614,Chinook salmon,659,343,12172,18,611.95,IL-1.201-0.995-X,IL-1.200-0.978-X,3.62,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2201,776614,Chinook salmon,659,343,12172,18,611.95,IL-1.218-1.012-X,IL-1.217-0.995-X,1.62,280.0499,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-2201,776614,Chinook salmon,659,343,12172,18,611.95,IL-1.056-1.170-X,IL-1.057-1.159-X,0.42,336.8681,C10H7Cl6,X-1.06-336.867,P,
Lake_Ontario,GLNS15-2198,776734,Smallmouth bass,512,286,4922,14,117.91,IL-1.203-0.843-X,IL-1.200-0.978-X,11.3,280.0502,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-0.704-0.979-X,IL-0.704-0.955-X,4.13,172.0283,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-0.632-1.275-X,IL-0.632-1.265-X,48.07,185.0352,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-0.541-1.230-X,IL-0.543-1.239-X,7.03,186.0441,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-0.860-1.024-X,IL-0.862-1.026-X,1.21,190.0291,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-0.459-1.529-X,IL-0.460-1.525-X,4.97,214.1121,C12H19ClO,X-0.46-214.112,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-0.706-1.093-X,IL-0.709-1.096-X,44.28,216.0913,C11H17ClO2,X-0.71-216.091,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-0.808-1.033-X,IL-0.809-1.041-X,1.16,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-0.799-1.252-X,IL-0.801-1.251-X,0.22,273.9111,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-1.197-1.001-X,IL-1.200-0.978-X,33.57,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-1.214-1.018-X,IL-1.217-0.995-X,21.01,280.0499,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-1292,776754,Coho salmon,506,241,1974,220,409.09,IL-0.696-1.275-X,IL-0.699-1.290-X,4.95,341.7876,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-1289,776794,Walleye,794,197,5863,23,117.65,IL-0.706-0.825-X,IL-0.704-0.955-X,17.78,172.0287,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-1289,776794,Walleye,794,197,5863,23,117.65,IL-0.989-1.096-X,IL-0.985-1.321-X,0.37,301.9624,Unknown D,X-0.98-301.962,P,
Lake_Ontario,GLNS15-1289,776794,Walleye,794,197,5863,23,117.65,IL-1.030-0.972-X,IL-1.028-1.146-X,0.49,301.9671,C13H9Cl3O2,X-1.03-301.967,P,
Lake_Ontario,GLNS15-2185,776834,Chinook salmon,421,326,4918,16,355.71,IL-0.633-1.250-X,IL-0.632-1.265-X,4.47,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-2185,776834,Chinook salmon,421,326,4918,16,355.71,IL-0.543-1.218-X,IL-0.543-1.239-X,1.2,186.0447,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-2185,776834,Chinook salmon,421,326,4918,16,355.71,IL-1.200-1.000-X,IL-1.200-0.978-X,2.58,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2185,776834,Chinook salmon,421,326,4918,16,355.71,IL-0.701-1.258-X,IL-0.699-1.290-X,0.61,341.7876,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-1288,776854,White perch,453,29,8445,10,632.22,IL-1.195-0.986-X,IL-1.200-0.978-X,7.2,280.0497,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-2054,776874,Lake trout,528,461,2385,60,341.36,IL-0.629-1.290-X,IL-0.632-1.265-X,6,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Michigan,GLNS15-2054,776874,Lake trout,528,461,2385,60,341.36,IL-0.540-1.245-X,IL-0.543-1.239-X,3.34,186.0442,C9H11ClO2,X-0.54-186.044,P,
Lake_Michigan,GLNS15-2054,776874,Lake trout,528,461,2385,60,341.36,IL-0.624-1.065-X,IL-0.624-1.057-X,0.72,188.0598,C9H13ClO2,X-0.62-188.060,P,
Lake_Michigan,GLNS15-2054,776874,Lake trout,528,461,2385,60,341.36,IL-0.705-1.097-X,IL-0.709-1.096-X,7.34,216.0908,C11H17ClO2,X-0.71-216.091,P,
Lake_Michigan,GLNS15-2054,776874,Lake trout,528,461,2385,60,341.36,IL-0.979-1.253-X,IL-0.979-1.253-X,0.48,245.9997,C14H8Cl2,X-0.98-246.000,P,
Lake_Michigan,GLNS15-2054,776874,Lake trout,528,461,2385,60,341.36,IL-1.105-1.057-X,IL-1.106-1.063-X,0.88,248.015,C14H10Cl2,X-1.11-248.015,P,
Lake_Michigan,GLNS15-2054,776874,Lake trout,528,461,2385,60,341.36,IL-0.800-1.249-X,IL-0.801-1.251-X,0.41,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Michigan,GLNS15-2054,776874,Lake trout,528,461,2385,60,341.36,IL-1.196-0.997-X,IL-1.200-0.978-X,22.9,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-2054,776874,Lake trout,528,461,2385,60,341.36,IL-0.696-1.296-X,IL-0.699-1.290-X,0.37,341.7881,C7H5Br3O,X-0.70-341.788,P,
Lake_Michigan,GLNS15-1249,776914,Lake trout,357,332,6938,19,325.57,IL-0.642-1.266-X,IL-0.643-1.072-X,0.85,172.0288,C8H9ClO2,X-0.65-172.029,P,
Lake_Michigan,GLNS15-1249,776914,Lake trout,357,332,6938,19,325.57,IL-0.635-1.276-X,IL-0.632-1.265-X,5.28,185.0355,C9H10ClO2,X-0.63-185.037,P,
Lake_Michigan,GLNS15-1249,776914,Lake trout,357,332,6938,19,325.57,IL-0.710-1.093-X,IL-0.709-1.096-X,4.54,216.0915,C11H17ClO2,X-0.71-216.091,P,
Lake_Michigan,GLNS15-1249,776914,Lake trout,357,332,6938,19,325.57,IL-1.200-0.992-X,IL-1.200-0.978-X,6.98,280.0457,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-1249,776914,Lake trout,357,332,6938,19,325.57,IL-1.220-1.015-X,IL-1.217-0.995-X,0.83,280.0457,C14H13ClO4,X-1.22-280.050,P,
Lake_Michigan,GLNS15-2056,776934,Longnose sucker,178,150,2130,45,162.64,IL-0.701-0.967-X,IL-0.704-0.955-X,1.71,172.0288,C8H9ClO2,X-0.70-172.029,BD,
Lake_Michigan,GLNS15-2056,776934,Longnose sucker,178,150,2130,45,162.64,IL-0.803-1.242-X,IL-0.801-1.251-X,1.09,273.9124,C8H6Cl4O2,X-0.80-273.912,BD,
Lake_Michigan,GLNS15-2056,776934,Longnose sucker,178,150,2130,45,162.64,IL-1.197-0.992-X,IL-1.200-0.978-X,20.6,280.0501,C14H13ClO4,X-1.20-280.050,BD,
Lake_Michigan,GLNS15-1248,776954,White sucker,7,32,2341,6,15.49,IL-0.706-0.975-X,IL-0.704-0.955-X,1.9,172.029,C8H9ClO2,X-0.70-172.029,BD,
Lake_Michigan,GLNS15-1248,776954,White sucker,7,32,2341,6,15.49,IL-1.203-1.003-X,IL-1.200-0.978-X,5.1,280.0496,C14H13ClO4,X-1.20-280.050,BD,
Lake_Michigan,GLNS15-1247,777014,White sucker,ND,20,1774,1,5.21,IL-1.198-0.994-X,IL-1.200-0.978-X,0.8,280.048,C14H13ClO4,X-1.20-280.050,BD,
Lake_Erie,GLNS15-2148,777094,Freshwater drum,185,28,4765,22,187.24,IL-0.637-1.067-X,IL-0.643-1.072-X,8.78,172.0295,C8H9ClO2,X-0.65-172.029,P,
Lake_Erie,GLNS15-2148,777094,Freshwater drum,185,28,4765,22,187.24,IL-1.203-0.874-X,IL-1.200-0.978-X,13.04,280.0488,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-1162,777114,Freshwater drum,62,40,5687,22,77.04,IL-0.704-0.826-X,IL-0.704-0.955-X,4.16,172.0317,C8H9ClO2,X-0.70-172.029,P,
Lake_Erie,GLNS15-1162,777114,Freshwater drum,62,40,5687,22,77.04,IL-1.203-0.841-X,IL-1.200-0.978-X,17.94,280.0506,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-2163,777154,White bass,214,53,5099,101,160.37,IL-0.633-1.167-X,IL-0.632-1.265-X,5.17,185.0367,C9H10ClO2,X-0.63-185.037,P,
Lake_Erie,GLNS15-2163,777154,White bass,214,53,5099,101,160.37,IL-1.195-0.913-X,IL-1.200-0.978-X,69.13,280.0501,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-2163,777154,White bass,214,53,5099,101,160.37,IL-1.214-0.927-X,IL-1.217-0.995-X,20.38,280.0504,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-0.703-0.989-X,IL-0.704-0.955-X,2.95,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-0.646-1.028-X,IL-0.643-1.072-X,2.57,172.0288,C8H9ClO2,X-0.65-172.029,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-0.631-1.260-X,IL-0.632-1.265-X,3.46,185.0363,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-0.708-1.075-X,IL-0.709-1.096-X,2.11,216.0913,C11H17ClO2,X-0.71-216.091,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-0.943-1.051-X,IL-0.944-1.059-X,0.16,223.9907,C10H6Cl2N2,X-0.94-223.991,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-1.500-1.065-X,IL-1.498-1.047-X,0.31,234.9953,C12H7Cl2N,X-1.50-234.995,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-0.814-1.028-X,IL-0.809-1.041-X,0.09,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-1.106-1.066-X,IL-1.106-1.063-X,0.34,248.0157,C14H10Cl2,X-1.11-248.015,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-0.801-1.230-X,IL-0.801-1.251-X,0.09,273.9113,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-1.197-0.997-X,IL-1.200-0.978-X,5.41,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-0.716-1.304-X,IL-0.718-1.295-X,0.29,337.7942,C8H5Br3,X-0.72-337.794,P,
Lake_Ontario,GLNS15-1293,777794,Smallmouth bass,268,149,4460,26,209.28,IL-0.697-1.280-X,IL-0.699-1.290-X,0.15,341.7891,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-1299,777814,Lake trout,926,516,2720,143,596.57,IL-0.633-1.258-X,IL-0.632-1.265-X,5.97,185.0357,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-1299,777814,Lake trout,926,516,2720,143,596.57,IL-0.540-1.233-X,IL-0.543-1.239-X,1.05,186.0435,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-1299,777814,Lake trout,926,516,2720,143,596.57,IL-0.623-1.042-X,IL-0.624-1.057-X,1.47,188.0592,C9H13ClO2,X-0.62-188.060,P,
Lake_Ontario,GLNS15-1299,777814,Lake trout,926,516,2720,143,596.57,IL-0.862-1.029-X,IL-0.862-1.026-X,1.94,190.0276,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-1299,777814,Lake trout,926,516,2720,143,596.57,IL-0.799-1.250-X,IL-0.801-1.251-X,1.08,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-1299,777814,Lake trout,926,516,2720,143,596.57,IL-1.197-0.998-X,IL-1.200-0.978-X,42.25,280.0485,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1299,777814,Lake trout,926,516,2720,143,596.57,IL-1.214-1.012-X,IL-1.217-0.995-X,24.93,280.0488,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-1299,777814,Lake trout,926,516,2720,143,596.57,IL-1.055-1.158-X,IL-1.057-1.159-X,6.23,336.8658,C10H7Cl6,X-1.06-336.867,P,
Lake_Ontario,GLNS15-1299,777814,Lake trout,926,516,2720,143,596.57,IL-1.222-1.496-X,IL-1.226-1.476-X,0.93,358.7429,Unknown G-C7H3Br3Cl,X-1.23-358.746,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-0.641-1.297-X,IL-0.641-1.293-X,5.4,131.0255,C6H8ClO,X-0.64-131.026,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-0.704-0.966-X,IL-0.704-0.955-X,1.49,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-0.645-1.037-X,IL-0.643-1.072-X,0.64,172.0288,C8H9ClO2,X-0.65-172.029,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-0.632-1.273-X,IL-0.632-1.265-X,6.35,185.0356,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-0.541-1.221-X,IL-0.543-1.239-X,2.51,186.0436,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-0.858-1.028-X,IL-0.862-1.026-X,0.61,190.0296,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-0.708-1.090-X,IL-0.709-1.096-X,16.75,216.091,C11H17ClO2,X-0.71-216.091,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-0.941-1.044-X,IL-0.944-1.059-X,0.07,223.9878,C10H6Cl2N2,X-0.94-223.991,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-0.799-1.250-X,IL-0.801-1.251-X,0.33,273.9078,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-1.214-1.019-X,IL-1.217-0.995-X,21.91,280.0489,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-1.197-0.997-X,IL-1.200-0.978-X,58.29,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1296,777854,Coho salmon,437,184,1857,133,347.16,IL-0.698-1.292-X,IL-0.699-1.290-X,0.28,341.786,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-2194,777874,Chinook salmon,492,466,1511,50,495.99,IL-0.702-0.962-X,IL-0.704-0.955-X,0.59,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-2194,777874,Chinook salmon,492,466,1511,50,495.99,IL-0.634-1.279-X,IL-0.632-1.265-X,1.48,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-2194,777874,Chinook salmon,492,466,1511,50,495.99,IL-0.542-1.242-X,IL-0.543-1.239-X,0.64,186.0441,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-2194,777874,Chinook salmon,492,466,1511,50,495.99,IL-0.862-1.035-X,IL-0.862-1.026-X,0.13,190.0296,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-2194,777874,Chinook salmon,492,466,1511,50,495.99,IL-0.945-1.066-X,IL-0.944-1.059-X,0.4,223.9907,C10H6Cl2N2,X-0.94-223.991,P,
Lake_Ontario,GLNS15-2194,777874,Chinook salmon,492,466,1511,50,495.99,IL-1.106-1.071-X,IL-1.106-1.063-X,0.96,248.0152,C14H10Cl2,X-1.11-248.015,P,
Lake_Ontario,GLNS15-2194,777874,Chinook salmon,492,466,1511,50,495.99,IL-1.198-1.000-X,IL-1.200-0.978-X,24.97,280.0472,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2194,777874,Chinook salmon,492,466,1511,50,495.99,IL-1.215-1.019-X,IL-1.217-0.995-X,9.8,280.0503,C14H13ClO4,X-1.22-280.050,P,
Lake_Superior,GLNS15-1343,777914,Lake whitefish,11,15,6143,105,15.37,IL-0.705-0.975-X,IL-0.704-0.955-X,2.24,172.0285,C8H9ClO2,X-0.70-172.029,BD,
Lake_Superior,GLNS15-1343,777914,Lake whitefish,11,15,6143,105,15.37,IL-0.637-1.264-X,IL-0.632-1.265-X,12.04,185.0365,C9H10ClO2,X-0.63-185.037,BD,
Lake_Superior,GLNS15-1343,777914,Lake whitefish,11,15,6143,105,15.37,IL-0.545-1.217-X,IL-0.543-1.239-X,2.87,186.044,C9H11ClO2,X-0.54-186.044,BD,
Lake_Superior,GLNS15-1343,777914,Lake whitefish,11,15,6143,105,15.37,IL-0.709-1.093-X,IL-0.709-1.096-X,5.2,216.0913,C11H17ClO2,X-0.71-216.091,BD,
Lake_Superior,GLNS15-1343,777914,Lake whitefish,11,15,6143,105,15.37,IL-0.801-1.253-X,IL-0.801-1.251-X,0.48,273.9119,C8H6Cl4O2,X-0.80-273.912,BD,
Lake_Superior,GLNS15-1343,777914,Lake whitefish,11,15,6143,105,15.37,IL-1.201-0.994-X,IL-1.200-0.978-X,65.68,280.0482,C14H13ClO4,X-1.20-280.050,BD,
Lake_Superior,GLNS15-1343,777914,Lake whitefish,11,15,6143,105,15.37,IL-1.216-0.978-X,IL-1.217-0.995-X,0.83,280.0494,C14H13ClO4,X-1.22-280.050,BD,
Lake_Superior,GLNS15-1343,777914,Lake whitefish,11,15,6143,105,15.37,IL-0.701-1.305-X,IL-0.699-1.290-X,0.08,341.788,C7H5Br3O,X-0.70-341.788,BD,
Lake_Erie,GLNS15-2154,778034,Yellow perch,1,0,3460,3,7.23,IL-1.200-0.994-X,IL-1.200-0.978-X,2.89,280.0493,C14H13ClO4,X-1.20-280.050,P,
Lake_Superior,GLNS15-2004,778314,Lake trout,21,17,3448,25,38.15,IL-0.647-1.044-X,IL-0.643-1.072-X,1.29,172.0283,C8H9ClO2,X-0.65-172.029,P,
Lake_Superior,GLNS15-2004,778314,Lake trout,21,17,3448,25,38.15,IL-0.639-1.270-X,IL-0.632-1.265-X,1.72,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Superior,GLNS15-2004,778314,Lake trout,21,17,3448,25,38.15,IL-0.545-1.241-X,IL-0.543-1.239-X,0.4,186.0441,C9H11ClO2,X-0.54-186.044,P,
Lake_Superior,GLNS15-2004,778314,Lake trout,21,17,3448,25,38.15,IL-1.201-0.992-X,IL-1.200-0.978-X,19.81,280.0487,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-2051,778474,Yellow perch,19,5,842,6,15.84,IL-0.646-1.033-X,IL-0.643-1.072-X,3.32,172.0283,C8H9ClO2,X-0.65-172.029,P,
Lake_Michigan,GLNS15-2051,778474,Yellow perch,19,5,842,6,15.84,IL-0.702-0.970-X,IL-0.704-0.955-X,1.1,172.0285,C8H9ClO2,X-0.70-172.029,P,
Lake_Michigan,GLNS15-2051,778474,Yellow perch,19,5,842,6,15.84,IL-1.196-0.995-X,IL-1.200-0.978-X,1.27,280.0489,C14H13ClO4,X-1.20-280.050,P,
Lake_Superior,GLNS15-2002,778514,Lake trout,34,25,2729,66,42.51,IL-0.637-1.286-X,IL-0.632-1.265-X,4.61,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Superior,GLNS15-2002,778514,Lake trout,34,25,2729,66,42.51,IL-0.545-1.230-X,IL-0.543-1.239-X,3.63,186.0441,C9H11ClO2,X-0.54-186.044,P,
Lake_Superior,GLNS15-2002,778514,Lake trout,34,25,2729,66,42.51,IL-0.709-1.091-X,IL-0.709-1.096-X,1.98,216.091,C11H17ClO2,X-0.71-216.091,P,
Lake_Superior,GLNS15-2002,778514,Lake trout,34,25,2729,66,42.51,IL-1.201-0.992-X,IL-1.200-0.978-X,51.86,280.05,C14H13ClO4,X-1.20-280.050,P,
Lake_Superior,GLNS15-2005,778554,Lake trout,58,38,8285,77,45.75,IL-0.704-0.967-X,IL-0.704-0.955-X,3.83,172.0289,C8H9ClO2,X-0.70-172.029,P,
Lake_Superior,GLNS15-2005,778554,Lake trout,58,38,8285,77,45.75,IL-0.635-1.270-X,IL-0.632-1.265-X,11.83,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Superior,GLNS15-2005,778554,Lake trout,58,38,8285,77,45.75,IL-0.544-1.248-X,IL-0.543-1.239-X,2.93,186.0443,C9H11ClO2,X-0.54-186.044,P,
Lake_Superior,GLNS15-2005,778554,Lake trout,58,38,8285,77,45.75,IL-0.625-1.060-X,IL-0.624-1.057-X,2.34,188.0598,C9H13ClO2,X-0.62-188.060,P,
Lake_Superior,GLNS15-2005,778554,Lake trout,58,38,8285,77,45.75,IL-0.710-1.099-X,IL-0.709-1.096-X,7.92,216.0909,C11H17ClO2,X-0.71-216.091,P,
Lake_Superior,GLNS15-2005,778554,Lake trout,58,38,8285,77,45.75,IL-0.800-1.250-X,IL-0.801-1.251-X,1.57,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Superior,GLNS15-2005,778554,Lake trout,58,38,8285,77,45.75,IL-1.198-0.994-X,IL-1.200-0.978-X,18.73,280.0479,C14H13ClO4,X-1.20-280.050,P,
Lake_Superior,GLNS15-2005,778554,Lake trout,58,38,8285,77,45.75,IL-1.215-1.017-X,IL-1.217-0.995-X,10.75,280.0496,C14H13ClO4,X-1.22-280.050,P,
Lake_Superior,GLNS15-2010,778674,Walleye,31,13,7470,7.48,35.43,IL-0.647-1.039-X,IL-0.643-1.072-X,2.5,172.0286,C8H9ClO2,X-0.65-172.029,P,
Lake_Superior,GLNS15-2010,778674,Walleye,31,13,7470,7.48,35.43,IL-0.704-0.968-X,IL-0.704-0.955-X,4.09,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Superior,GLNS15-2010,778674,Walleye,31,13,7470,7.48,35.43,IL-0.801-1.267-X,IL-0.801-1.251-X,0.08,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Superior,GLNS15-2010,778674,Walleye,31,13,7470,7.48,35.43,IL-1.201-0.992-X,IL-1.200-0.978-X,1.22,280.05,C14H13ClO4,X-1.20-280.050,P,
Lake_Superior,GLNS15-2010,778674,Walleye,31,13,7470,7.48,35.43,IL-1.030-1.152-X,IL-1.028-1.146-X,0.09,301.9663,C13H9Cl3O2,X-1.03-301.967,P,
Lake_Superior,GLNS15-1342,778694,Lake trout,69,38,8632,80,69.86,IL-0.704-0.978-X,IL-0.704-0.955-X,3.24,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Superior,GLNS15-1342,778694,Lake trout,69,38,8632,80,69.86,IL-0.635-1.275-X,IL-0.632-1.265-X,24.72,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Superior,GLNS15-1342,778694,Lake trout,69,38,8632,80,69.86,IL-0.544-1.233-X,IL-0.543-1.239-X,3.45,186.0443,C9H11ClO2,X-0.54-186.044,P,
Lake_Superior,GLNS15-1342,778694,Lake trout,69,38,8632,80,69.86,IL-1.198-0.997-X,IL-1.200-0.978-X,35.99,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Superior,GLNS15-1333,778714,Lake whitefish,30,19,5010,35,26.3,IL-0.704-0.970-X,IL-0.704-0.955-X,6.92,172.0284,C8H9ClO2,X-0.70-172.029,BD,
Lake_Superior,GLNS15-1333,778714,Lake whitefish,30,19,5010,35,26.3,IL-0.646-1.038-X,IL-0.643-1.072-X,1.26,172.0286,C8H9ClO2,X-0.65-172.029,BD,
Lake_Superior,GLNS15-1333,778714,Lake whitefish,30,19,5010,35,26.3,IL-0.637-1.266-X,IL-0.632-1.265-X,2.56,185.0365,C9H10ClO2,X-0.63-185.037,BD,
Lake_Superior,GLNS15-1333,778714,Lake whitefish,30,19,5010,35,26.3,IL-0.544-1.247-X,IL-0.543-1.239-X,0.71,186.0441,C9H11ClO2,X-0.54-186.044,BD,
